,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,liveness,type,id,uri,track_href,analysis_url,duration_ms
48,0.508,0.402,-7.168,0.0279,0.0,0.196,133.906,0.691,5,1,4,0.103,audio_features,6Jmxn8oQ0oKepxEusNbTPA,spotify:track:6Jmxn8oQ0oKepxEusNbTPA,https://api.spotify.com/v1/tracks/6Jmxn8oQ0oKepxEusNbTPA,https://api.spotify.com/v1/audio-analysis/6Jmxn8oQ0oKepxEusNbTPA,233774.0
49,0.17,0.332,-12.074,0.029,0.129,0.146,74.748,0.889,2,1,4,0.116,audio_features,2QrDEY1DqZJdDZGf1OuUNK,spotify:track:2QrDEY1DqZJdDZGf1OuUNK,https://api.spotify.com/v1/tracks/2QrDEY1DqZJdDZGf1OuUNK,https://api.spotify.com/v1/audio-analysis/2QrDEY1DqZJdDZGf1OuUNK,473307.0
0,0.494,0.632,-6.89,0.0342,0,0.0797,147.873,0.682,5,1,4,0.0869,audio_features,6Up545NUflOiXo8cEraH49,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,274693.0
1,0.42,0.612,-5.359,0.048,0,0.135,159.685,0.0917,4,1,4,0.0914,audio_features,1G5S1rEr4L57ftizRHcYDP,spotify:track:1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/tracks/1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/audio-analysis/1G5S1rEr4L57ftizRHcYDP,248253.0
2,0.417,0.524,-6.6,0.0326,0,0.152,75.266,0.048,10,1,4,0.103,audio_features,72B1Omo2kmEst4YKO8vOB6,spotify:track:72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/tracks/72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/audio-analysis/72B1Omo2kmEst4YKO8vOB6,238307.0
3,0.561,0.717,-5.72,0.0381,0,0.455,79.993,0.458,8,1,4,0.138,audio_features,0W7KIc2GSB9suYQAaMZ9rF,spotify:track:0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/tracks/0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/audio-analysis/0W7KIc2GSB9suYQAaMZ9rF,206400.0
4,0.512,0.814,-5.467,0.0327,0,0.277,97.996,0.00419,10,1,4,0.0991,audio_features,0RW1xWSPxmbXf012RN3yWl,spotify:track:0RW1xWSPxmbXf012RN3yWl,https://api.spotify.com/v1/tracks/0RW1xWSPxmbXf012RN3yWl,https://api.spotify.com/v1/audio-analysis/0RW1xWSPxmbXf012RN3yWl,279787.0
5,0.581,0.715,-5.524,0.0413,1.27e-06,0.52,90.123,0.162,11,1,4,0.258,audio_features,02RCTBFKyLaECOTgfr0zTM,spotify:track:02RCTBFKyLaECOTgfr0zTM,https://api.spotify.com/v1/tracks/02RCTBFKyLaECOTgfr0zTM,https://api.spotify.com/v1/audio-analysis/02RCTBFKyLaECOTgfr0zTM,176707.0
6,0.373,0.506,-5.404,0.0273,1.03e-06,0.123,157.742,0.718,0,0,3,0.118,audio_features,1V3eyBz3pfkn9lBOlfle4x,spotify:track:1V3eyBz3pfkn9lBOlfle4x,https://api.spotify.com/v1/tracks/1V3eyBz3pfkn9lBOlfle4x,https://api.spotify.com/v1/audio-analysis/1V3eyBz3pfkn9lBOlfle4x,236200.0
7,0.576,0.303,-10.359,0.0489,0,0.753,77.872,0.786,1,1,4,0.0993,audio_features,1hrF6s6kfXuPv14OrD9v6X,spotify:track:1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/tracks/1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/audio-analysis/1hrF6s6kfXuPv14OrD9v6X,198140.0
8,0.471,0.164,-10.879,0.0324,0,0.17,125.242,0.833,7,1,4,0.101,audio_features,5W9Al2ewPfzbWHOV2BAtBR,spotify:track:5W9Al2ewPfzbWHOV2BAtBR,https://api.spotify.com/v1/tracks/5W9Al2ewPfzbWHOV2BAtBR,https://api.spotify.com/v1/audio-analysis/5W9Al2ewPfzbWHOV2BAtBR,267067.0
9,0.467,0.715,-5.076,0.0348,0,0.367,156.074,0.0231,0,1,4,0.144,audio_features,17GmwQ9Q3MTAz05OokmNNB,spotify:track:17GmwQ9Q3MTAz05OokmNNB,https://api.spotify.com/v1/tracks/17GmwQ9Q3MTAz05OokmNNB,https://api.spotify.com/v1/audio-analysis/17GmwQ9Q3MTAz05OokmNNB,196467.0
10,0.538,0.41,-9.708,0.0297,1.07e-05,0.115,80.971,0.2,9,1,3,0.0676,audio_features,7o7YMusB6yqUQUtz7lDVrg,spotify:track:7o7YMusB6yqUQUtz7lDVrg,https://api.spotify.com/v1/tracks/7o7YMusB6yqUQUtz7lDVrg,https://api.spotify.com/v1/audio-analysis/7o7YMusB6yqUQUtz7lDVrg,255320.0
11,0.412,0.645,-5.935,0.0347,0,0.213,173.207,0.0517,6,1,3,0.108,audio_features,14y2v3YBpaAxsDpNqXAiVm,spotify:track:14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/tracks/14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/audio-analysis/14y2v3YBpaAxsDpNqXAiVm,201671.0
12,0.306,0.304,-8.178,0.0288,0,0.277,139.32,0.834,0,1,4,0.154,audio_features,6FVg2subR7uoD80BmTOsdR,spotify:track:6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/tracks/6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/audio-analysis/6FVg2subR7uoD80BmTOsdR,187573.0
13,0.618,0.591,-7.666,0.0364,0,0.451,125.969,0.291,11,1,4,0.121,audio_features,0CbDc6JeCKQGYVAI89abdm,spotify:track:0CbDc6JeCKQGYVAI89abdm,https://api.spotify.com/v1/tracks/0CbDc6JeCKQGYVAI89abdm,https://api.spotify.com/v1/audio-analysis/0CbDc6JeCKQGYVAI89abdm,219427.0
14,0.545,0.472,-7.552,0.0279,0,0.193,134.027,0.434,11,1,4,0.0684,audio_features,5VUQsLff8A3ruAyCdTxqzg,spotify:track:5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/tracks/5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/audio-analysis/5VUQsLff8A3ruAyCdTxqzg,335907.0
15,0.58,0.704,-5.942,0.0282,0,0.549,139.896,0.0428,8,1,4,0.101,audio_features,6okuhsKrNfoxY4FdJpClgy,spotify:track:6okuhsKrNfoxY4FdJpClgy,https://api.spotify.com/v1/tracks/6okuhsKrNfoxY4FdJpClgy,https://api.spotify.com/v1/audio-analysis/6okuhsKrNfoxY4FdJpClgy,197046.0
16,0.496,0.645,-5.346,0.0419,0,0.317,72.014,0.271,6,0,4,0.107,audio_features,5maAhFnbY2RPPYcaCPB1Tb,spotify:track:5maAhFnbY2RPPYcaCPB1Tb,https://api.spotify.com/v1/tracks/5maAhFnbY2RPPYcaCPB1Tb,https://api.spotify.com/v1/audio-analysis/5maAhFnbY2RPPYcaCPB1Tb,203774.0
17,0.814,0.613,-4.312,0.0395,0,0.77,107.021,0.299,4,1,4,0.11,audio_features,5EOxWjVqnImaK8gnvFCFTt,spotify:track:5EOxWjVqnImaK8gnvFCFTt,https://api.spotify.com/v1/tracks/5EOxWjVqnImaK8gnvFCFTt,https://api.spotify.com/v1/audio-analysis/5EOxWjVqnImaK8gnvFCFTt,168647.0
18,0.6,0.875,-5.839,0.101,0,0.734,84.061,0.114,5,0,4,0.715,audio_features,5qFDlKHNb0v68YSghSY4GK,spotify:track:5qFDlKHNb0v68YSghSY4GK,https://api.spotify.com/v1/tracks/5qFDlKHNb0v68YSghSY4GK,https://api.spotify.com/v1/audio-analysis/5qFDlKHNb0v68YSghSY4GK,340133.0
19,0.434,0.865,-5.575,0.0518,0,0.36,156.11,0.0161,8,1,4,0.378,audio_features,520DLGbk0HtjYAkcTVjuaq,spotify:track:520DLGbk0HtjYAkcTVjuaq,https://api.spotify.com/v1/tracks/520DLGbk0HtjYAkcTVjuaq,https://api.spotify.com/v1/audio-analysis/520DLGbk0HtjYAkcTVjuaq,217656.0
20,0.468,0.786,-2.757,0.0334,0,0.461,84.992,0.0363,9,1,4,0.31,audio_features,2aMb1asq5acm7cDYlFsYhY,spotify:track:2aMb1asq5acm7cDYlFsYhY,https://api.spotify.com/v1/tracks/2aMb1asq5acm7cDYlFsYhY,https://api.spotify.com/v1/audio-analysis/2aMb1asq5acm7cDYlFsYhY,219720.0
21,0.697,0.944,-2.796,0.0327,0.000162,0.846,119.994,0.00173,7,0,4,0.32,audio_features,5legkLUDyq0qOg4TR7wUAs,spotify:track:5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/tracks/5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/audio-analysis/5legkLUDyq0qOg4TR7wUAs,223627.0
